YYYY-MM-DD,hh:mm:ss,air_temp,wind_direction,wind_speed,pressure
2014-02-16,20:30:17,-7.6348,42.0,4.137,982.23
2014-02-16,20:30:22,-7.6449,44.0,4.3008,982.23
2014-02-16,20:30:27,-7.6294,38.0,4.1779,982.22
2014-02-16,20:30:32,-7.6605,38.0,4.3827,982.22
2014-02-16,20:30:37,-7.6915,36.0,4.2189,982.24
2014-02-16,20:30:42,-7.7018,31.0,4.3213,982.24
2014-02-16,20:30:47,-7.7122,34.0,4.1574,982.24
2014-02-16,20:30:52,-7.7018,39.0,4.4237,982.25
2014-02-16,20:30:57,-7.6451,33.0,5.0176,982.25
2014-02-16,20:31:02,-7.6244,34.0,4.9562,982.26
2014-02-16,20:31:07,-7.6038,30.0,4.1779,982.26
2014-02-16,20:31:12,-7.6089,35.0,3.625,982.24
2014-02-16,20:31:17,-7.5987,32.0,3.9117,982.27
2014-02-16,20:31:22,-7.5678,51.0,4.2189,982.27
2014-02-16,20:31:27,-7.5212,54.0,4.137,982.26
2014-02-16,20:31:32,-7.4903,47.0,3.7683,982.27
2014-02-16,20:31:37,-7.4179,60.0,4.137,982.28
2014-02-16,20:31:42,-7.3873,59.0,3.4202,982.29
2014-02-16,20:31:47,-7.3612,32.0,3.072,982.27
2014-02-16,20:31:52,-7.3458,38.0,3.3178,982.31
2014-02-16,20:31:57,-7.3046,45.0,4.096,982.29
2014-02-16,20:32:02,-7.351,38.0,3.4406,982.29
2014-02-16,20:32:07,-7.3819,47.0,3.9936,982.31
2014-02-16,20:32:12,-7.3972,45.0,4.4851,982.29
2014-02-16,20:32:17,-7.4077,41.0,4.5261,982.28
2014-02-16,20:32:22,-7.4024,45.0,4.4032,982.29
2014-02-16,20:32:27,-7.4283,58.0,4.0755,982.29
2014-02-16,20:32:32,-7.4645,57.0,4.3827,982.26
2014-02-16,20:32:37,-7.4438,56.0,4.4237,982.26
2014-02-16,20:32:42,-7.4128,48.0,4.1165,982.26
2014-02-16,20:32:47,-7.4179,42.0,3.7274,982.28
2014-02-16,20:32:52,-7.4283,53.0,3.2768,982.3
2014-02-16,20:32:57,-7.4697,54.0,3.5021,982.3
2014-02-16,20:33:02,-7.4748,50.0,3.3178,982.3
2014-02-16,20:33:07,-7.5059,52.0,3.1334,982.31
2014-02-16,20:33:12,-7.5368,31.0,2.7034,982.31
2014-02-16,20:33:17,-7.5625,42.0,1.9866,982.31
2014-02-16,20:33:22,-7.5524,67.0,1.2902,982.3
2014-02-16,20:33:27,-7.5676,64.0,1.9251,982.31
2014-02-16,20:33:32,-7.578,77.0,2.1094,982.29
2014-02-16,20:33:37,-7.5473,79.0,1.4336,982.32
2014-02-16,20:33:42,-7.5316,67.0,1.5565,982.31
2014-02-16,20:33:47,-7.5162,87.0,1.1674,982.31
2014-02-16,20:33:52,-7.4905,49.0,1.3722,982.32
2014-02-16,20:33:57,-7.4491,67.0,1.1264,982.31
2014-02-16,20:34:02,-7.4335,48.0,1.1878,982.31
2014-02-16,20:34:07,-7.4077,10.0,1.2698,982.32
2014-02-16,20:34:12,-7.3562,55.0,1.7203,982.31
2014-02-16,20:34:17,-7.2736,36.0,2.3142,982.31
2014-02-16,20:34:22,-7.1703,62.0,2.9082,982.34
2014-02-16,20:34:27,-7.0877,44.0,2.9082,982.34
2014-02-16,20:34:32,-7.0929,31.0,2.2528,982.34
2014-02-16,20:34:37,-7.0979,55.0,2.601,982.35
2014-02-16,20:34:42,-7.1134,47.0,2.8262,982.34
2014-02-16,20:34:47,-7.1084,71.0,2.6624,982.34
2014-02-16,20:34:52,-7.0981,73.0,3.8093,982.34
2014-02-16,20:34:57,-7.0826,102.0,3.6045,982.33
2014-02-16,20:35:02,-7.0979,83.0,3.2973,982.34
2014-02-16,20:35:07,-7.0775,90.0,2.56,982.34
2014-02-16,20:35:12,-7.0774,91.0,2.9082,982.34
2014-02-16,20:35:17,-7.0877,71.0,2.9696,982.34
2014-02-16,20:35:22,-7.0979,26.0,3.113,982.35
2014-02-16,20:35:27,-7.0929,46.0,2.0275,982.34
2014-02-16,20:35:32,-7.0724,64.0,2.007,982.33
2014-02-16,20:35:37,-7.093,62.0,2.4166,982.33
2014-02-16,20:35:42,-7.1445,34.0,3.9526,982.35
2014-02-16,20:35:47,-7.1599,41.0,3.9117,982.35
2014-02-16,20:35:52,-7.1754,54.0,3.7888,982.33
2014-02-16,20:35:57,-7.2117,45.0,2.8877,982.33
2014-02-16,20:36:02,-7.222,52.0,2.3552,982.33
2014-02-16,20:36:07,-7.2168,47.0,2.1504,982.35
2014-02-16,20:36:12,-7.2375,38.0,2.3757,982.35
2014-02-16,20:36:17,-7.2271,25.0,2.7034,982.35
2014-02-16,20:36:22,-7.2373,16.0,3.113,982.35
2014-02-16,20:36:27,-7.2116,35.0,3.3587,982.34
2014-02-16,20:36:32,-7.1961,94.0,2.4576,982.34
2014-02-16,20:36:37,-7.2064,57.0,1.8432,982.33
2014-02-16,20:36:42,-7.2012,44.0,1.9046,982.31
2014-02-16,20:36:47,-7.1702,25.0,1.9046,982.31
2014-02-16,20:36:52,-7.0929,57.0,2.007,982.34
2014-02-16,20:36:57,-7.1134,13.0,1.9046,982.33
2014-02-16,20:37:02,-7.1342,24.0,2.6214,982.33
2014-02-16,20:37:07,-7.1497,43.0,2.4781,982.31
2014-02-16,20:37:12,-7.165,42.0,1.6589,982.31
2014-02-16,20:37:17,-7.1495,49.0,2.3962,982.31
2014-02-16,20:37:22,-7.1237,46.0,2.519,982.31
2014-02-16,20:37:27,-7.1238,13.0,2.8262,982.31
2014-02-16,20:37:32,-7.0669,72.0,2.2118,982.32
2014-02-16,20:37:37,-7.0309,36.0,1.8842,982.31
2014-02-16,20:37:42,-7.0311,19.0,1.8227,982.28
2014-02-16,20:37:47,-7.0567,52.0,1.6998,982.27
2014-02-16,20:37:52,-7.0515,73.0,1.5565,982.29
2014-02-16,20:37:57,-7.0515,59.0,2.9082,982.28
2014-02-16,20:38:02,-7.0567,55.0,2.8262,982.25
2014-02-16,20:38:07,-7.0774,32.0,2.6214,982.25
2014-02-16,20:38:12,-7.067,4.0,2.1914,982.28
2014-02-16,20:38:17,-7.0515,29.0,1.9046,982.28
2014-02-16,20:38:22,-7.0668,66.0,1.9046,982.27
2014-02-16,20:38:27,-7.0772,74.0,2.6624,982.27
2014-02-16,20:38:32,-7.1288,73.0,3.3382,982.25
2014-02-16,20:38:37,-7.1857,61.0,3.031,982.25
2014-02-16,20:38:42,-7.2063,54.0,2.9696,982.25
2014-02-16,20:38:47,-7.2115,46.0,3.2768,982.23
2014-02-16,20:38:52,-7.2064,47.0,3.3382,982.23
2014-02-16,20:38:57,-7.2218,44.0,3.7888,982.24
2014-02-16,20:39:02,-7.2475,60.0,3.7888,982.26
2014-02-16,20:39:07,-7.2581,63.0,3.8707,982.22
2014-02-16,20:39:12,-7.2889,38.0,3.4611,982.22
2014-02-16,20:39:17,-7.3043,45.0,4.096,982.26
2014-02-16,20:39:22,-7.2991,50.0,3.9731,982.18
2014-02-16,20:39:27,-7.294,53.0,3.9322,982.22
2014-02-16,20:39:32,-7.2991,35.0,3.4406,982.22
2014-02-16,20:39:37,-7.294,81.0,2.9286,982.22
2014-02-16,20:39:42,-7.2993,64.0,3.5226,982.23
2014-02-16,20:39:47,-7.3095,55.0,3.4202,982.21
2014-02-16,20:39:52,-7.2991,81.0,2.8877,982.21
2014-02-16,20:39:57,-7.2993,61.0,2.7034,982.19
2014-02-16,20:40:02,-7.3041,67.0,3.7274,982.19
2014-02-16,20:40:07,-7.3148,61.0,3.8298,982.18
2014-02-16,20:40:12,-7.3198,61.0,3.7683,982.14
2014-02-16,20:40:17,-7.3197,37.0,3.4202,982.19
2014-02-16,20:40:22,-7.3352,51.0,3.0106,982.18
2014-02-16,20:40:27,-7.2938,71.0,3.7069,982.21
2014-02-16,20:40:32,-7.2424,19.0,2.8672,982.22
2014-02-16,20:40:37,-7.2063,36.0,1.7203,982.15
2014-02-16,20:40:42,-7.1754,52.0,2.089,982.17
2014-02-16,20:40:47,-7.1547,64.0,2.048,982.17
2014-02-16,20:40:52,-7.1494,60.0,3.2973,982.18
2014-02-16,20:40:57,-7.1547,66.0,4.1779,982.19
2014-02-16,20:41:02,-7.103,51.0,4.137,982.21
2014-02-16,20:41:07,-7.129,59.0,3.5021,982.23
2014-02-16,20:41:12,-7.196,52.0,3.5635,982.21
2014-02-16,20:41:17,-7.2422,32.0,3.5635,982.19
2014-02-16,20:41:22,-7.2578,8.0,3.3997,982.2
2014-02-16,20:41:27,-7.2424,51.0,2.9491,982.2
2014-02-16,20:41:32,-7.2681,78.0,2.9901,982.17
2014-02-16,20:41:37,-7.2631,74.0,2.9286,982.2
2014-02-16,20:41:42,-7.2681,58.0,2.9901,982.19
2014-02-16,20:41:47,-7.227,100.0,2.3757,982.2
2014-02-16,20:41:52,-7.2166,49.0,3.1539,982.22
2014-02-16,20:41:57,-7.2115,67.0,3.1539,982.09
2014-02-16,20:42:02,-7.2165,71.0,3.5635,982.12
2014-02-16,20:42:07,-7.2424,64.0,3.6864,982.19
2014-02-16,20:42:12,-7.2991,67.0,3.8707,982.22
2014-02-16,20:42:17,-7.3044,74.0,3.6454,982.2
2014-02-16,20:42:22,-7.3352,64.0,3.0925,982.21
2014-02-16,20:42:27,-7.3455,52.0,3.543,982.21
2014-02-16,20:42:32,-7.356,53.0,2.9901,982.2
2014-02-16,20:42:37,-7.3457,48.0,2.9696,982.22
2014-02-16,20:42:42,-7.3507,51.0,3.1949,982.21
2014-02-16,20:42:47,-7.3455,59.0,2.4166,982.22
2014-02-16,20:42:52,-7.3197,71.0,2.4986,982.21
2014-02-16,20:42:57,-7.3095,77.0,2.4781,982.21
2014-02-16,20:43:02,-7.2629,77.0,2.3347,982.23
2014-02-16,20:43:07,-7.2371,53.0,2.3962,982.21
2014-02-16,20:43:12,-7.2371,42.0,3.1744,982.21
2014-02-16,20:43:17,-7.2373,35.0,2.6829,982.25
2014-02-16,20:43:22,-7.2371,19.0,1.8637,982.25
2014-02-16,20:43:27,-7.2063,35.0,1.4131,982.25
2014-02-16,20:43:32,-7.2063,51.0,1.7613,982.26
2014-02-16,20:43:37,-7.2062,62.0,1.4541,982.26
2014-02-16,20:43:42,-7.2165,29.0,1.7408,982.27
2014-02-16,20:43:47,-7.2269,38.0,2.8877,982.27
2014-02-16,20:43:52,-7.2473,28.0,2.8467,982.25
2014-02-16,20:43:57,-7.2269,61.0,1.8637,982.21
2014-02-16,20:44:02,-7.2166,39.0,1.1059,982.24
2014-02-16,20:44:07,-7.1907,53.0,2.089,982.25
2014-02-16,20:44:12,-7.134,63.0,2.2528,982.26
2014-02-16,20:44:17,-7.0566,55.0,2.8672,982.26
2014-02-16,20:44:22,-7.0461,44.0,2.4576,982.26
2014-02-16,20:44:27,-7.0257,71.0,1.4336,982.26
2014-02-16,20:44:32,-7.0257,94.0,1.8842,982.24
2014-02-16,20:44:37,-7.0565,79.0,2.8058,982.25
2014-02-16,20:44:42,-7.0771,69.0,3.8093,982.25
2014-02-16,20:44:47,-7.0978,62.0,3.8298,982.24
2014-02-16,20:44:52,-7.134,53.0,3.3178,982.22
2014-02-16,20:44:57,-7.1546,69.0,3.4202,982.24
2014-02-16,20:45:02,-7.1804,63.0,3.0515,982.22
2014-02-16,20:45:07,-7.196,67.0,3.2358,982.23
2014-02-16,20:45:12,-7.1958,59.0,3.4202,982.26
2014-02-16,20:45:17,-7.1957,30.0,4.137,982.25
2014-02-16,20:45:22,-7.1958,43.0,3.4611,982.25
2014-02-16,20:45:27,-7.1804,73.0,3.4611,982.28
2014-02-16,20:45:32,-7.2215,69.0,3.5021,982.22
2014-02-16,20:45:37,-7.2472,73.0,3.2973,982.24
2014-02-16,20:45:42,-7.2835,49.0,4.8128,982.21
2014-02-16,20:45:47,-7.2886,70.0,4.9562,982.26
2014-02-16,20:45:52,-7.2938,58.0,4.2189,982.25
2014-02-16,20:45:57,-7.3197,48.0,4.137,982.24
2014-02-16,20:46:02,-7.3505,65.0,3.7274,982.22
2014-02-16,20:46:07,-7.3609,54.0,3.1744,982.27
2014-02-16,20:46:12,-7.3662,51.0,3.3178,982.27
2014-02-16,20:46:17,-7.402,61.0,3.7274,982.23
2014-02-16,20:46:22,-7.4126,70.0,4.4032,982.24
2014-02-16,20:46:27,-7.4487,74.0,3.9322,982.23
2014-02-16,20:46:32,-7.4794,67.0,4.096,982.23
2014-02-16,20:46:37,-7.4742,62.0,3.6659,982.22
2014-02-16,20:46:42,-7.4949,64.0,4.096,982.21
2014-02-16,20:46:47,-7.4949,61.0,4.0346,982.25
2014-02-16,20:46:52,-7.5156,51.0,3.7069,982.26
2014-02-16,20:46:57,-7.5053,35.0,4.096,982.25
2014-02-16,20:47:02,-7.4642,56.0,3.072,982.26
2014-02-16,20:47:07,-7.4641,52.0,2.8672,982.24
2014-02-16,20:47:12,-7.4177,57.0,4.4237,982.25
2014-02-16,20:47:17,-7.4123,54.0,4.4442,982.26
2014-02-16,20:47:22,-7.4279,52.0,4.0141,982.25
2014-02-16,20:47:27,-7.4589,52.0,3.8912,982.26
2014-02-16,20:47:32,-7.5001,59.0,3.584,982.26
2014-02-16,20:47:37,-7.5105,60.0,3.4816,982.25
2014-02-16,20:47:42,-7.5156,59.0,3.2154,982.25
2014-02-16,20:47:47,-7.4899,49.0,2.601,982.25
2014-02-16,20:47:52,-7.4536,87.0,2.601,982.26
2014-02-16,20:47:57,-7.4382,59.0,2.1914,982.25
2014-02-16,20:48:02,-7.4177,37.0,1.8842,982.27
2014-02-16,20:48:07,-7.4228,30.0,2.089,982.25
2014-02-16,20:48:12,-7.4126,84.0,1.6589,982.24
2014-02-16,20:48:17,-7.4021,56.0,1.2493,982.21
2014-02-16,20:48:22,-7.3971,59.0,2.2733,982.22
2014-02-16,20:48:27,-7.3868,63.0,2.1094,982.22
2014-02-16,20:48:32,-7.3918,62.0,3.4816,982.22
2014-02-16,20:48:37,-7.3971,44.0,3.8912,982.24
2014-02-16,20:48:42,-7.3971,48.0,3.2563,982.21
2014-02-16,20:48:47,-7.4175,56.0,3.0925,982.18
2014-02-16,20:48:52,-7.4228,55.0,2.7238,982.2
2014-02-16,20:48:57,-7.4432,51.0,2.56,982.16
2014-02-16,20:49:02,-7.4329,33.0,2.8672,982.14
2014-02-16,20:49:07,-7.4125,74.0,2.9696,982.2
2014-02-16,20:49:12,-7.4073,73.0,2.8672,982.2
2014-02-16,20:49:17,-7.4279,65.0,2.9901,982.19
2014-02-16,20:49:22,-7.4382,82.0,2.7853,982.19
2014-02-16,20:49:27,-7.4434,58.0,2.6214,982.2
2014-02-16,20:49:32,-7.4178,29.0,2.7853,982.22
2014-02-16,20:49:37,-7.4123,44.0,2.1914,982.2
2014-02-16,20:49:42,-7.4021,56.0,2.3962,982.19
2014-02-16,20:49:47,-7.4021,52.0,2.5805,982.21
2014-02-16,20:49:52,-7.3815,59.0,2.601,982.19
2014-02-16,20:49:57,-7.3608,37.0,2.9901,982.16
2014-02-16,20:50:02,-7.3661,33.0,3.113,982.2
2014-02-16,20:50:07,-7.3507,40.0,2.9286,982.18
2014-02-16,20:50:12,-7.3403,39.0,2.4781,982.19
2014-02-16,20:50:17,-7.3248,46.0,2.8262,982.23
2014-02-16,20:50:22,-7.3093,42.0,3.4611,982.24
2014-02-16,20:50:27,-7.3351,34.0,3.6659,982.23
2014-02-16,20:50:32,-7.3403,53.0,3.4816,982.21
2014-02-16,20:50:37,-7.3559,67.0,4.096,982.21
2014-02-16,20:50:42,-7.3766,47.0,4.3622,982.21
2014-02-16,20:50:47,-7.3813,59.0,4.1984,982.21
2014-02-16,20:50:52,-7.3813,58.0,4.0141,982.21
2014-02-16,20:50:57,-7.3403,53.0,4.055,982.22
2014-02-16,20:51:02,-7.3402,55.0,3.9936,982.21
2014-02-16,20:51:07,-7.3557,58.0,4.3827,982.17
2014-02-16,20:51:12,-7.3402,47.0,3.9526,982.15
2014-02-16,20:51:17,-7.3402,39.0,3.625,982.17
2014-02-16,20:51:22,-7.4019,56.0,4.1165,982.13
2014-02-16,20:51:27,-7.4073,41.0,4.0141,982.17
2014-02-16,20:51:32,-7.4432,56.0,3.0925,982.17
2014-02-16,20:51:37,-7.4434,60.0,3.4611,982.16
2014-02-16,20:51:42,-7.4536,53.0,4.2394,982.21
2014-02-16,20:51:47,-7.4639,68.0,4.3418,982.2
2014-02-16,20:51:52,-7.4536,74.0,3.6659,982.2
2014-02-16,20:51:57,-7.4537,65.0,2.9901,982.16
2014-02-16,20:52:02,-7.4641,54.0,2.9082,982.19
2014-02-16,20:52:07,-7.4794,39.0,2.3142,982.19
2014-02-16,20:52:12,-7.4537,57.0,3.031,982.22
2014-02-16,20:52:17,-7.4587,49.0,3.8502,982.16
2014-02-16,20:52:22,-7.4486,56.0,4.8538,982.17
2014-02-16,20:52:27,-7.433,59.0,4.649,982.17
2014-02-16,20:52:32,-7.4432,33.0,3.9117,982.19
2014-02-16,20:52:37,-7.4536,58.0,3.4611,982.18
2014-02-16,20:52:42,-7.4691,70.0,2.7238,982.19
2014-02-16,20:52:47,-7.4639,60.0,2.3757,982.2
2014-02-16,20:52:52,-7.4691,24.0,3.4816,982.19
2014-02-16,20:52:57,-7.4537,33.0,4.055,982.2
2014-02-16,20:53:02,-7.438,43.0,3.584,982.22
2014-02-16,20:53:07,-7.433,53.0,2.7034,982.17
2014-02-16,20:53:12,-7.4433,66.0,3.1744,982.21
2014-02-16,20:53:17,-7.4744,63.0,3.7888,982.17
2014-02-16,20:53:22,-7.4536,43.0,4.2394,982.18
2014-02-16,20:53:27,-7.4587,46.0,3.6659,982.2
2014-02-16,20:53:32,-7.4743,38.0,4.8128,982.17
2014-02-16,20:53:37,-7.4743,47.0,4.4032,982.22
2014-02-16,20:53:42,-7.4743,55.0,4.3008,982.23
2014-02-16,20:53:47,-7.4743,55.0,3.4611,982.23
2014-02-16,20:53:52,-7.4639,31.0,3.584,982.21
2014-02-16,20:53:57,-7.4484,39.0,3.5021,982.22
2014-02-16,20:54:02,-7.4279,31.0,3.2154,982.24
2014-02-16,20:54:07,-7.4484,36.0,2.4576,982.23
2014-02-16,20:54:12,-7.4279,30.0,1.9046,982.22
2014-02-16,20:54:17,-7.3865,0.0,1.0854,982.24
2014-02-16,20:54:22,-7.3606,23.0,0.94208,982.24
2014-02-16,20:54:27,-7.3093,27.0,1.577,982.22
2014-02-16,20:54:32,-7.2938,34.0,1.7613,982.24
2014-02-16,20:54:37,-7.2472,3.0,1.6384,982.23
2014-02-16,20:54:42,-7.2059,48.0,1.6998,982.22
2014-02-16,20:54:47,-7.1852,75.0,2.7648,982.24
2014-02-16,20:54:52,-7.1493,72.0,2.5805,982.25
2014-02-16,20:54:57,-7.1594,81.0,2.3347,982.25
2014-02-16,20:55:02,-7.1646,345.0,1.8227,982.25
2014-02-16,20:55:07,-7.1594,8.0,1.5565,982.24
2014-02-16,20:55:12,-7.1493,52.0,2.0685,982.22
2014-02-16,20:55:17,-7.175,35.0,2.1914,982.22
2014-02-16,20:55:22,-7.1337,47.0,2.1504,982.24
2014-02-16,20:55:27,-7.1079,51.0,2.4986,982.23
2014-02-16,20:55:32,-7.1079,53.0,2.8672,982.26
2014-02-16,20:55:37,-7.0719,50.0,2.3757,982.28
2014-02-16,20:55:42,-7.0822,47.0,3.1949,982.27
2014-02-16,20:55:47,-7.1596,41.0,3.5226,982.27
2014-02-16,20:55:52,-7.2059,42.0,3.8093,982.27
2014-02-16,20:55:57,-7.2369,41.0,4.0346,982.23
2014-02-16,20:56:02,-7.2835,41.0,4.608,982.23
2014-02-16,20:56:07,-7.3247,43.0,4.649,982.24
2014-02-16,20:56:12,-7.3968,44.0,4.3418,982.25
2014-02-16,20:56:17,-7.438,46.0,4.5056,982.22
2014-02-16,20:56:22,-7.4587,48.0,4.4646,982.23
2014-02-16,20:56:27,-7.5001,48.0,4.4237,982.25
2014-02-16,20:56:32,-7.5206,55.0,4.6694,982.22
2014-02-16,20:56:37,-7.4949,50.0,4.2803,982.24
2014-02-16,20:56:42,-7.4794,49.0,4.5261,982.24
2014-02-16,20:56:47,-7.4794,46.0,4.4237,982.27
2014-02-16,20:56:52,-7.4898,44.0,4.4646,982.24
2014-02-16,20:56:57,-7.5053,37.0,4.4032,982.26
2014-02-16,20:57:02,-7.4844,50.0,4.3418,982.26
2014-02-16,20:57:07,-7.4744,54.0,4.0141,982.25
2014-02-16,20:57:12,-7.4949,49.0,4.1165,982.27
2014-02-16,20:57:17,-7.4898,45.0,4.1779,982.23
2014-02-16,20:57:22,-7.4949,51.0,4.2394,982.25
2014-02-16,20:57:27,-7.4794,47.0,4.0346,982.24
2014-02-16,20:57:32,-7.5051,41.0,3.9936,982.28
2014-02-16,20:57:37,-7.5104,53.0,3.625,982.29
2014-02-16,20:57:42,-7.5105,46.0,3.3382,982.27
2014-02-16,20:57:47,-7.5311,44.0,3.9322,982.27
2014-02-16,20:57:52,-7.5258,42.0,4.1779,982.27
2014-02-16,20:57:57,-7.5518,41.0,4.2189,982.27
2014-02-16,20:58:02,-7.557,43.0,4.2189,982.29
2014-02-16,20:58:07,-7.5827,38.0,4.1779,982.26
2014-02-16,20:58:12,-7.5879,42.0,4.1574,982.28
2014-02-16,20:58:17,-7.6136,45.0,4.5466,982.28
2014-02-16,20:58:22,-7.6136,43.0,4.608,982.27
2014-02-16,20:58:27,-7.634,42.0,4.3622,982.25
2014-02-16,20:58:32,-7.6551,41.0,4.2394,982.26
2014-02-16,20:58:37,-7.6858,45.0,3.9731,982.3
2014-02-16,20:58:42,-7.7012,43.0,3.7888,982.28
2014-02-16,20:58:47,-7.6963,42.0,3.7683,982.29
2014-02-16,20:58:52,-7.7271,47.0,3.7274,982.28
2014-02-16,20:58:57,-7.7581,48.0,4.096,982.28
2014-02-16,20:59:02,-7.7581,44.0,4.4237,982.24
2014-02-16,20:59:07,-7.7477,40.0,4.3418,982.28
2014-02-16,20:59:12,-7.7582,40.0,4.1984,982.28
2014-02-16,20:59:17,-7.7736,39.0,4.1574,982.28
2014-02-16,20:59:22,-7.7788,40.0,4.2394,982.27
2014-02-16,20:59:27,-7.789,40.0,4.2598,982.28
2014-02-16,20:59:32,-7.7787,41.0,4.4237,982.26
2014-02-16,20:59:37,-7.7787,41.0,4.0141,982.29
2014-02-16,20:59:42,-7.7891,45.0,4.055,982.28
2014-02-16,20:59:47,-7.8201,46.0,4.0755,982.29
2014-02-16,20:59:52,-7.8148,39.0,4.4646,982.27
2014-02-16,20:59:57,-7.7787,49.0,4.7718,982.3
2014-02-16,21:00:02,-7.7324,55.0,4.3418,982.31
2014-02-16,21:00:07,-7.6962,37.0,3.9117,982.33
2014-02-16,21:00:12,-7.6548,39.0,4.137,982.26
2014-02-16,21:00:17,-7.6394,40.0,4.4851,982.28
2014-02-16,21:00:22,-7.6498,42.0,4.4237,982.3
2014-02-16,21:00:27,-7.6446,53.0,4.5056,982.28
2014-02-16,21:00:32,-7.66,48.0,4.4646,982.27
2014-02-16,21:00:37,-7.6808,55.0,4.096,982.28
2014-02-16,21:00:42,-7.7065,39.0,4.7104,982.24
2014-02-16,21:00:47,-7.696,43.0,5.0995,982.29
2014-02-16,21:00:52,-7.6753,40.0,4.9152,982.29
2014-02-16,21:00:57,-7.6807,38.0,5.0381,982.29
2014-02-16,21:01:02,-7.6652,52.0,4.5261,982.33
2014-02-16,21:01:07,-7.6394,43.0,4.3213,982.33
2014-02-16,21:01:12,-7.6239,45.0,4.096,982.31
2014-02-16,21:01:17,-7.6241,40.0,4.2598,982.32
2014-02-16,21:01:22,-7.6238,49.0,4.6285,982.28
2014-02-16,21:01:27,-7.5932,47.0,4.7309,982.32
2014-02-16,21:01:32,-7.6033,46.0,4.5056,982.33
2014-02-16,21:01:37,-7.6343,49.0,4.4442,982.3
2014-02-16,21:01:42,-7.6548,47.0,4.6694,982.31
2014-02-16,21:01:47,-7.6602,41.0,5.1405,982.27
2014-02-16,21:01:52,-7.6703,52.0,4.6694,982.26
2014-02-16,21:01:57,-7.7012,41.0,4.5261,982.29
2014-02-16,21:02:02,-7.7015,44.0,4.6694,982.32
2014-02-16,21:02:07,-7.7426,44.0,4.649,982.28
2014-02-16,21:02:12,-7.7531,40.0,4.7923,982.28
2014-02-16,21:02:17,-7.7838,39.0,4.7718,982.27
2014-02-16,21:02:22,-7.7736,40.0,4.5466,982.33
2014-02-16,21:02:27,-7.7787,36.0,4.4851,982.32
2014-02-16,21:02:32,-7.7736,60.0,4.8128,982.27
2014-02-16,21:02:37,-7.7426,55.0,4.649,982.27
2014-02-16,21:02:42,-7.696,49.0,4.6694,982.33
2014-02-16,21:02:47,-7.686,42.0,4.608,982.32
2014-02-16,21:02:52,-7.6909,45.0,4.7309,982.33
2014-02-16,21:02:57,-7.6805,56.0,4.5875,982.31
2014-02-16,21:03:02,-7.6498,42.0,4.9766,982.3
2014-02-16,21:03:07,-7.6293,46.0,4.7718,982.3
2014-02-16,21:03:12,-7.5931,29.0,4.2394,982.32
2014-02-16,21:03:17,-7.5879,47.0,4.1779,982.33
2014-02-16,21:03:22,-7.5777,48.0,3.2973,982.28
2014-02-16,21:03:27,-7.5725,38.0,4.055,982.29
2014-02-16,21:03:32,-7.5932,49.0,4.3008,982.31
2014-02-16,21:03:37,-7.5725,46.0,3.9731,982.32
2014-02-16,21:03:42,-7.5674,46.0,4.1574,982.28
2014-02-16,21:03:47,-7.526,44.0,3.8298,982.28
2014-02-16,21:03:52,-7.4949,26.0,3.9936,982.3
2014-02-16,21:03:57,-7.5001,38.0,4.649,982.28
2014-02-16,21:04:02,-7.526,40.0,4.7923,982.29
2014-02-16,21:04:07,-7.557,43.0,4.7718,982.27
2014-02-16,21:04:12,-7.588,43.0,4.8947,982.26
2014-02-16,21:04:17,-7.5518,40.0,4.9562,982.28
2014-02-16,21:04:22,-7.5674,40.0,4.8128,982.27
2014-02-16,21:04:27,-7.5982,43.0,4.7514,982.27
2014-02-16,21:04:32,-7.6139,41.0,4.7309,982.23
2014-02-16,21:04:37,-7.619,42.0,4.649,982.26
2014-02-16,21:04:42,-7.6702,40.0,4.6899,982.28
2014-02-16,21:04:47,-7.6602,42.0,4.649,982.26
2014-02-16,21:04:52,-7.7014,42.0,4.567,982.25
2014-02-16,21:04:57,-7.7015,42.0,4.5056,982.25
2014-02-16,21:05:02,-7.7374,42.0,4.3827,982.24
2014-02-16,21:05:07,-7.7531,38.0,4.4851,982.21
2014-02-16,21:05:12,-7.7632,41.0,5.0995,982.21
2014-02-16,21:05:17,-7.7427,36.0,5.079,982.27
2014-02-16,21:05:22,-7.7581,41.0,4.649,982.27
2014-02-16,21:05:27,-7.7841,38.0,4.3418,982.27
2014-02-16,21:05:32,-7.7737,37.0,4.0346,982.24
2014-02-16,21:05:37,-7.7736,41.0,4.5056,982.22
2014-02-16,21:05:42,-7.7736,47.0,4.9357,982.21
2014-02-16,21:05:47,-7.7736,46.0,4.8947,982.23
2014-02-16,21:05:52,-7.7736,48.0,4.5466,982.24
2014-02-16,21:05:57,-7.7634,48.0,4.5875,982.26
2014-02-16,21:06:02,-7.7582,42.0,4.7923,982.26
2014-02-16,21:06:07,-7.7427,42.0,4.9357,982.25
2014-02-16,21:06:12,-7.722,44.0,5.4067,982.24
2014-02-16,21:06:17,-7.7015,49.0,5.5091,982.17
2014-02-16,21:06:22,-7.7016,43.0,5.3862,982.2
2014-02-16,21:06:27,-7.7324,40.0,4.8538,982.23
2014-02-16,21:06:32,-7.7426,41.0,4.5875,982.24
2014-02-16,21:06:37,-7.7632,43.0,4.2394,982.24
2014-02-16,21:06:42,-7.7686,47.0,4.2803,982.22
2014-02-16,21:06:47,-7.748,52.0,5.0586,982.22
